Trinity,XM,E,length,chr,OG,TC,Chromosome/scaffold name,Gene start (bp),Transcript length (including UTRs and CDS),Gene % GC content,Transcript count,Gene description,iB,Gene_Location,phase,dali11,lethality,sex,chrom_num,chrom_name,Tcas_Robust_TMM,Tcas_ancestral_node,Tcas_Robust_ACE,Tcas_Robust_log2(Current:Ancestral),Tcas_Robust(Current:Ancestral),Tcas_abs(Current-Ancestral),Tcon-F-ACE-R-Robust-mean(current),Tcon-ancestral-node,Tcon_robust_ACE,Tcon_Robust(Current:Ancestral),Tcon_Robust_log2(Current:Ancestral),Tcon_abs(Current-Ancestral),Tfrem_Robust_TMM,Tfrem_ancestral_node,Tfrem_Robust_ACE,Tfrem_Robust(Current:Ancestral),Tfrem_Robust_log2(Current:Ancestral),Tfrem_abs(Current-Ancestral),Tbrev_Robust_TMM,Tbrev_ancestral_node,Tbrev_Robust_ACE,Tbrev_Robust(Current:Ancestral),Tbrev_Robust_log2(Current:Ancestral),Tbrev_abs(Current-Ancestral),Gcorn_Robust_TMM,Gcorn_ancestral_node,Gcorn_Robust_ACE,Gcorn_Robust(Current:Ancestral),Gcorn_Robust_log2(Current:Ancestral),Gcorn_abs(Current-Ancestral)
T_cast_DN152_c0_g1_i12.p2.p1,XM_968069.4,4.00E-16,39,LG7,OG0012392,TC009742,LG7,7167211,2299,43.85,1,,iB_04691,LG7,I,30,low,Female,LG7,Autosome,0.51947384,D_Tfree-Tcast_anc,0.53188034,-0.0340506,0.97667427,0.0124065,0.233923132,C_Tconf_anc,0.422698793,0.553403832,-0.853595462,0.188775661,0.573353526,D_Tfree-Tcast_anc,0.531880339,1.077974657,0.10832326133539,0.041473187,0.60462205,B_Tbrev_anc,0.438864758,1.377695608,0.462257170042491,0.165757292,0.258496448,A_MRCA,0.398212554,0.649141885,-0.623394247630627,0.139716106
T_cast_DN1520_c0_g1_i11.p1.p1,XM_966859.3,0,1347,LG2,OG0010879,TC001328,LG2,14546685,1571,39.41,1,"Putative proline--tRNA ligase, mitochondrial-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WC57]",iB_00240,LG2,I,80,low,Female,LG2,"LG2,Neo-X",0.25874245,D_Tfree-Tcast_anc,0.32373835,-0.3233115,0.79923325,0.0649959,0.421611417,C_Tconf_anc,0.37615455,1.120846251,0.164588394,0.045456867,0.374779816,D_Tfree-Tcast_anc,0.323738345,1.157662732,0.211215006923585,0.051041472,0.427635924,B_Tbrev_anc,0.38284579,1.116992625,0.159619660084945,0.044790134,0.35155636,A_MRCA,0.375793641,0.935503751,-0.0961846570000881,0.02423728
T_cast_DN1527_c1_g1_i2.p1.p1,XM_963477.3,0,4167,LG3,OG0013536,TC001556,LG3,3446178,4497,38.05,1,Peroxidasin [Source:UniProtKB/TrEMBL;Acc:D6WFS4],iB_03207,LG3,I,50,low,Female,LG3,Autosome,1.25433687,D_Tfree-Tcast_anc,0.91723936,0.45155468,1.36751313,0.33709751,2.278707049,C_Tconf_anc,1.744601676,1.30614746,0.385317782,0.534105373,0.35987858,D_Tfree-Tcast_anc,0.91723936,0.392349691,-1.34978803057546,0.557360781,2.88217505,B_Tbrev_anc,1.908899576,1.509862062,0.594416753931375,0.973275474,1.370952424,A_MRCA,1.787654678,0.766900029,-0.382889571476092,0.416702254
T_cast_DN1529_c0_g1_i10.p3.p1,XM_966702.3,0,942,LG4,OG0010035,TC007465,LG4,4098749,1064,43.25,1,Homocysteine S-methyltransferase 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D1ZZE7],iB_04335,LG4,I,10,low,Female,LG4,Autosome,0.36820273,D_Tfree-Tcast_anc,0.39115178,-0.0872282,0.94132956,0.02294905,0.285178375,C_Tconf_anc,0.506630083,0.562892699,-0.82906816,0.221451708,0.383357792,D_Tfree-Tcast_anc,0.39115178,0.980074261,-0.0290370271781282,0.007793988,0.441295691,B_Tbrev_anc,0.624265002,0.706904422,-0.500412927562407,0.182969311,1.841015409,A_MRCA,0.898501567,2.048984083,1.03490877712698,0.942513842
T_cast_DN1533_c0_g1_i8.p1.p1,XM_001813323.3,0,2136,LG5,OG0012504,TC014809,LG5,15354238,2249,37.07,1,Multidrug resistance protein homolog 49-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WJV5],iB_02335,LG5,I,80,low,Female,LG5,Autosome,1.81300035,D_Tfree-Tcast_anc,1.86704305,-0.042376,0.97105439,0.0540427,0.977419184,C_Tconf_anc,1.603824603,0.609430222,-0.714467049,0.626405419,1.991160682,D_Tfree-Tcast_anc,1.867043049,1.066478185,0.0928544556316167,0.124117634,1.242052017,B_Tbrev_anc,1.697604149,0.731649966,-0.450774492412421,0.455552132,3.231464079,A_MRCA,2.043312254,1.581483238,0.661278264604757,1.188151825
T_cast_DN1536_c0_g1_i3.p1.p1,XM_969697.3,0,451,LG3,OG0010342,TC002937,LG3,6013983,869,34.35,1,Ubiquitin-conjugating enzyme E2-24 kDa-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WH24],iB_13915,LG3,III,60,low,Female,LG3,Autosome,2.13396227,D_Tfree-Tcast_anc,2.32535143,-0.1239141,0.91769452,0.19138916,3.592962152,C_Tconf_anc,2.912608588,1.233589081,0.302861901,0.680353564,2.360398938,D_Tfree-Tcast_anc,2.325351425,1.015071921,0.0215819506938504,0.035047513,1.896945743,B_Tbrev_anc,2.932843548,0.646794046,-0.62862169749718,1.035897804,4.970925186,A_MRCA,3.392195362,1.46540062,0.551295130881522,1.578729824
T_cast_DN15375_c0_g1_i2.p1.p1,XM_015983941.1,0,1854,LG10,OG0011567,TC011284,LG10,2094044,1951,30.9,2,Transporter [Source:UniProtKB/TrEMBL;Acc:A0A139WB82],iB_12601,LG10,III,60,low,Female,LG10,Autosome,0.12994079,D_Tfree-Tcast_anc,0.11510352,0.17492243,1.12890371,0.01483727,0.100786372,C_Tconf_anc,0.132264892,0.762003961,-0.392129597,0.03147852,0.095697484,D_Tfree-Tcast_anc,0.115103515,0.83140366,-0.266378995418803,0.019406031,0.222375386,B_Tbrev_anc,0.149288702,1.489566073,0.574892119287253,0.073086684,0.144091956,A_MRCA,0.148117437,0.972822373,-0.0397516867937897,0.00402548
T_cast_DN1538_c0_g1_i2.p1.p1,XM_966003.3,0,1800,LG5,OG0014889,TC012991,LG5,15446636,1993,39.69,1,Mannosyltransferase [Source:UniProtKB/TrEMBL;Acc:D6WK59],iB_10142,LG5,III,30,low,Female,LG5,Autosome,1.18429259,D_Tfree-Tcast_anc,1.07621862,0.13805439,1.10042009,0.10807398,0.943773721,C_Tconf_anc,1.020323235,0.924975232,-0.11251336,0.076549514,0.983025307,D_Tfree-Tcast_anc,1.076218618,0.91340671,-0.130670707601142,0.093193311,0.72004345,B_Tbrev_anc,1.022170423,0.704426027,-0.505479880857484,0.302126973,1.586136261,A_MRCA,1.149279527,1.380113561,0.464786982142604,0.436856733
T_cast_DN1539_c0_g1_i6.p1.p1,XM_015983279.1,0,1977,LG9,OG0010662,TC034861,LG9,3695989,2766,33.04,1,Multidrug resistance protein homolog 65-like protein [Source:UniProtKB/TrEMBL;Acc:A0A139WC26],iB_06300,LG9,I,10,low,Female,LG9,Autosome,1.86568477,D_Tfree-Tcast_anc,2.65564023,-0.5093545,0.70253672,0.78995547,0.960769007,C_Tconf_anc,2.410793152,0.39852818,-1.327246354,1.450024145,3.51077974,D_Tfree-Tcast_anc,2.655640232,1.322008794,0.40273177356265,0.855139508,2.577092518,B_Tbrev_anc,2.775527496,0.92850549,-0.107017654201445,0.198434978,5.87652097,A_MRCA,3.47444306,1.691356246,0.758180562599002,2.40207791
T_cast_DN1543_c0_g1_i2.p2.p1,NM_001171063.1,0,1449,LG8,OG0012233,TC006521,LG8,10894912,2367,44.24,1,,iB_09376,LG8,II,30,low,Female,LG8,Autosome,0.70558417,D_Tfree-Tcast_anc,0.7436601,-0.0758252,0.94879929,0.03807593,0.914227047,C_Tconf_anc,0.851187813,1.07406031,0.103075005,0.063039234,0.753109618,D_Tfree-Tcast_anc,0.743660095,1.012706778,0.0182165118863182,0.009449523,1.012725892,B_Tbrev_anc,0.87458051,1.157956164,0.211580639766882,0.138145383,0.798769451,A_MRCA,0.857493879,0.931516212,-0.102347216363591,0.058724429
T_cast_DN1545_c0_g1_i4.p1.p1,XM_965513.3,0,666,LG7,OG0011134,TC009113,LG7,4851790,1210,36.35,1,Ras-related protein Rab-3-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WU83],iB_01474,LG7,I,30,low,Female,LG7,Autosome,1.38889796,D_Tfree-Tcast_anc,1.29938555,0.09611105,1.06888826,0.08951241,1.417784345,C_Tconf_anc,1.243301206,1.140338591,0.189462255,0.174483139,1.224804104,D_Tfree-Tcast_anc,1.299385547,0.94260253,-0.0852785406789478,0.074581442,0.863118298,B_Tbrev_anc,1.16475536,0.741029685,-0.432396757368867,0.301637062,1.12395791,A_MRCA,1.155560251,0.972651931,-0.040004474432342,0.031602342
T_cast_DN1549_c0_g1_i9.p1.p1,XM_008200108.2,0,1536,LG9,OG0011681,TC012756,LG9,14293227,1835,34.09,2,Protein croquemort-like Protein [Source:UniProtKB/TrEMBL;Acc:D6X012],iB_05311,LG9,I,0,low,Female,LG9,Autosome,1.78511232,D_Tfree-Tcast_anc,2.26363886,-0.342629,0.78860297,0.47852654,1.705428919,C_Tconf_anc,2.032056123,0.839262705,-0.252805622,0.326627204,2.803818161,D_Tfree-Tcast_anc,2.263638861,1.238633162,0.308748977577767,0.5401793,1.756649277,B_Tbrev_anc,2.04273961,0.859947723,-0.217679134572548,0.286090333,2.643880857,A_MRCA,2.178227472,1.213776289,0.279502543041398,0.465653385
T_cast_DN15521_c0_g1_i4.p1.p1,XM_962428.4,0,1695,LG6,OG0010474,TC014904,LG6,8831254,2200,35.1,1,Protein Malvolio-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A429],iB_02347,LG6,II,20,low,Female,LG6,Autosome,2.86905716,D_Tfree-Tcast_anc,4.24014601,-0.5635372,0.67664113,1.37108884,1.937696332,C_Tconf_anc,2.973000561,0.651764536,-0.617577241,1.035304229,5.948578722,D_Tfree-Tcast_anc,4.240146008,1.402918369,0.488431065965722,1.708432714,1.720687998,B_Tbrev_anc,2.790893,0.616536713,-0.69774128846146,1.070205002,3.371545296,A_MRCA,2.921762971,1.153942099,0.206570836059533,0.449782324
T_cast_DN1555_c0_g1_i4.p1.p1,XM_008195429.2,0,2112,LG5,OG0014882,TC013543,LG5,8247462,2214,36.18,1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WKZ0]",iB_10032,LG5,II,10,low,Female,LG5,Autosome,1.01469403,D_Tfree-Tcast_anc,1.18001201,-0.2177568,0.85990144,0.16531798,0.410799237,C_Tconf_anc,1.021179895,0.402279009,-1.313731634,0.610380658,1.387614831,D_Tfree-Tcast_anc,1.18001201,1.175932803,0.23380562238458,0.207602821,0.907649769,B_Tbrev_anc,1.152121511,0.787807328,-0.344085258930018,0.244471742,2.580804139,A_MRCA,1.474124293,1.750737133,0.807962484667822,1.106679846
T_cast_DN15556_c0_g1_i1.p1.p1,XM_964973.4,0,1065,LG8,OG0014384,TC006041,LG8,2550825,1364,42.22,1,Acidic fibroblast growth factor intracellular-binding protein-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WYT7],iB_00984,LG8,I,40,low,Female,LG8,Autosome,2.75817402,D_Tfree-Tcast_anc,2.19978752,0.3263493,1.25383656,0.5583865,1.289630845,C_Tconf_anc,1.804227622,0.714782785,-0.484423206,0.514596777,1.74670836,D_Tfree-Tcast_anc,2.199787523,0.794035034,-0.332725432592931,0.453079163,0.980602081,B_Tbrev_anc,1.808620312,0.542182389,-0.883149842312808,0.82801823,3.349211002,A_MRCA,2.155845425,1.553548767,0.635567529209214,1.193365577
T_cast_DN1556_c0_g1_i6.p1.p1,XM_969906.4,0,1923,LG4,OG0013293,TC008107,LG4,5040923,2183,42.19,2,WD repeat-containing protein 48 homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:D1ZZU2],iB_01309,LG4,I,33.33,low,Female,LG4,Autosome,1.05695235,D_Tfree-Tcast_anc,0.81629041,0.37275593,1.29482393,0.24066195,0.555097895,C_Tconf_anc,0.714229299,0.777198438,-0.363645094,0.159131404,0.602799525,D_Tfree-Tcast_anc,0.816290408,0.738462096,-0.43740422321179,0.213490882,0.791489907,B_Tbrev_anc,0.723795389,1.093527147,0.128989035450349,0.067694517,0.672397733,A_MRCA,0.712211159,0.944098845,-0.0829901804773563,0.039813426
T_cast_DN1559_c0_g1_i15.p2.p1,XM_963555.4,0,2079,LGX,OG0015128,TC004619,LGX,6525902,2408,42.55,1,"1,4-alpha-glucan-branching enzyme-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W7X7]",iB_00737,LGX,I,0,low,Female,LGX,X,3.03131663,D_Tfree-Tcast_anc,3.21717503,-0.0858499,0.94222932,0.18585839,2.252873464,C_Tconf_anc,3.182051548,0.707994019,-0.498190922,0.929178084,3.412384113,D_Tfree-Tcast_anc,3.217175026,1.060677173,0.0849856260327322,0.195209087,2.236118329,B_Tbrev_anc,3.465107578,0.64532436,-0.631903609630749,1.228989249,7.828933268,A_MRCA,4.448645828,1.759846383,0.815449501187767,3.38028744
T_cast_DN156_c0_g1_i1.p1.p1,XM_968418.4,0,1833,LG8,OG0011096,TC005903,LG8,5796449,2000,35.18,1,CDK5RAP1-like protein [Source:UniProtKB/TrEMBL;Acc:D6WVN1],iB_00958,LG8,I,30,low,Female,LG8,Autosome,0.88253276,D_Tfree-Tcast_anc,0.96035366,-0.121916,0.91896642,0.0778209,0.728919177,C_Tconf_anc,0.893558231,0.815748937,-0.293802892,0.164639054,1.055957064,D_Tfree-Tcast_anc,0.960353655,1.099550211,0.136913486942017,0.095603409,0.823597318,B_Tbrev_anc,0.919173335,0.896019594,-0.158397813763622,0.095576017,1.285598698,A_MRCA,1.001759896,1.283340152,0.359903610402252,0.283838801
T_cast_DN156_c0_g1_i3.p1.p1,XM_008198314.2,0,2229,LG8,OG0011097,TC031275,LG8,5779344,2383,32.95,2,Centrosomal protein of 162 kDa-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WE94],iB_14872,LG8,III,30,low,Female,LG8,Autosome,0.29033962,D_Tfree-Tcast_anc,0.30164548,-0.0551125,0.96251939,0.01130586,0.273471731,C_Tconf_anc,0.306302518,0.892815812,-0.163565517,0.032830787,0.311711524,D_Tfree-Tcast_anc,0.301645479,1.033370447,0.0473575302823096,0.010066044,0.392849667,B_Tbrev_anc,0.318693208,1.232689172,0.301809064137578,0.074156459,0.276747065,A_MRCA,0.309239202,0.894928791,-0.160155201706827,0.032492137
T_cast_DN15601_c0_g1_i2.p1.p1,XM_008202626.2,0,810,LG2,OG0013918,TC004546,LG2,2763497,848,50.74,1,Cuticle protein 3-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WB15],iB_03781,LG2,II,20,low,Female,LG2,"LG2,Neo-X",0.1086402,D_Tfree-Tcast_anc,0.08658129,0.3274309,1.25477692,0.02205891,0.165208139,C_Tconf_anc,0.135989281,1.214861476,0.280791821,0.029218858,0.051368806,D_Tfree-Tcast_anc,0.086581288,0.59330148,-0.753162713158384,0.035212482,0.228621344,B_Tbrev_anc,0.146657091,1.558883668,0.640513270280482,0.081964253,0.077553697,A_MRCA,0.131082264,0.591641421,-0.757205035544597,0.053528567
T_cast_DN15613_c0_g1_i4.p1.p1,XM_966845.3,0,3987,LGX,OG0013063,TC010852,LGX,5536334,4366,36.54,1,Trafficking protein particle complex subunit 8-like Protein [Source:UniProtKB/TrEMBL;Acc:D6W7M6],iB_01748,LGX,I,0,low,Female,LGX,X,0.77501275,D_Tfree-Tcast_anc,0.72696667,0.09233083,1.06609118,0.04804608,0.47092964,C_Tconf_anc,0.635618842,0.740899433,-0.432650365,0.164689202,0.703239517,D_Tfree-Tcast_anc,0.726966665,0.967361436,-0.0478730698192312,0.023727148,0.658437185,B_Tbrev_anc,0.651303297,1.010953251,0.015716284532231,0.007133888,0.756128025,A_MRCA,0.674929156,1.120307248,0.163894450443967,0.081198869
T_cast_DN1562_c1_g1_i1.p1.p1,XM_964202.4,0,657,LG2,OG0012617,TC005229,LG2,1835806,1489,29.67,1,Ras-related protein Rab-26-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WC32],iB_00816,LG2,I,0,low,Female,LG2,"LG2,Neo-X",0.81043292,D_Tfree-Tcast_anc,1.14323778,-0.4963608,0.7088927,0.33280487,1.759891988,C_Tconf_anc,1.569710307,1.121157184,0.164988556,0.190181681,1.362505648,D_Tfree-Tcast_anc,1.143237781,1.191795504,0.253136710209916,0.219267867,1.777138607,B_Tbrev_anc,1.681635754,1.05679164,0.0796909591201211,0.095502853,2.348477776,A_MRCA,1.831931545,1.281968085,0.358360346410726,0.51654623
T_cast_DN15629_c0_g1_i1.p1.p1,XM_008201751.2,0,796,LG7,OG0010683,TC016383,LG7,6785383,2228,45.02,1,Distal antenna [Source:UniProtKB/TrEMBL;Acc:D6WPD7],iB_06366,LG7,I,0,low,Female,LG7,Autosome,0.11542722,D_Tfree-Tcast_anc,0.10728325,0.1055586,1.0759109,0.00814397,0.183120779,C_Tconf_anc,0.153610819,1.192108607,0.253515679,0.02950996,0.086805796,D_Tfree-Tcast_anc,0.10728325,0.809127202,-0.305561570685654,0.020477454,0.174221105,B_Tbrev_anc,0.162937547,1.069250815,0.096600306926569,0.011283558,0.212450876,A_MRCA,0.174097079,1.22030121,0.287237295315011,0.038353797
T_cast_DN15629_c0_g1_i1.p1.p1,XM_008201751.2,2.00E-54,107,LG7,OG0010683,TC016383,LG7,6785383,2228,45.02,1,Distal antenna [Source:UniProtKB/TrEMBL;Acc:D6WPD7],iB_06366,LG7,I,0,low,Female,LG7,Autosome,0.11542722,D_Tfree-Tcast_anc,0.10728325,0.1055586,1.0759109,0.00814397,0.183120779,C_Tconf_anc,0.153610819,1.192108607,0.253515679,0.02950996,0.086805796,D_Tfree-Tcast_anc,0.10728325,0.809127202,-0.305561570685654,0.020477454,0.174221105,B_Tbrev_anc,0.162937547,1.069250815,0.096600306926569,0.011283558,0.212450876,A_MRCA,0.174097079,1.22030121,0.287237295315011,0.038353797
T_cast_DN1563_c0_g1_i1.p1.p1,XM_968908.4,0,1173,LG8,OG0012083,TC006255,LG8,5884644,1475,39.29,1,Serpin peptidase inhibitor 24 [Source:UniProtKB/TrEMBL;Acc:D6WVP4],iB_01021,LG8,I,0,low,Female,LG8,Autosome,3.52561396,D_Tfree-Tcast_anc,5.18534114,-0.5565644,0.67991939,1.65972718,0.08485175,C_Tconf_anc,2.162312625,0.039241203,-4.671486905,2.077460875,7.64986949,D_Tfree-Tcast_anc,5.185341141,1.4752876,0.560996228494319,2.464528348,0.132085816,B_Tbrev_anc,1.602291989,0.082435546,-3.60058962564916,1.470206173,0.072547712,A_MRCA,1.257511488,0.05769149,-4.11549765759261,1.184963776
T_cast_DN1566_c0_g1_i2.p2.p1,XM_015981088.1,0,1686,LG6,OG0013326,TC015858,LG6,9648534,1758,30.33,1,Cell division control protein 45 homolog-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A4C4],iB_09183,LG6,III,100,high,Female,LG6,Autosome,0.33869455,D_Tfree-Tcast_anc,0.31777692,0.09197044,1.0658249,0.02091763,0.325113802,C_Tconf_anc,0.3319889,0.97929118,-0.030190203,0.006875098,0.293075722,D_Tfree-Tcast_anc,0.317776919,0.922268751,-0.116740878327107,0.024701197,0.357800957,B_Tbrev_anc,0.339946122,1.052522546,0.0738511370298098,0.017854836,0.367207917,A_MRCA,0.346090505,1.061017021,0.085447800822146,0.021117412
T_cast_DN1566_c0_g1_i4.p2.p1,XM_967440.3,0,1428,LG6,OG0013327,TC014856,LG6,9655955,1557,31.21,1,Nucleoredoxin-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A4C5],iB_05707,LG6,I,30,low,Female,LG6,Autosome,0.25114585,D_Tfree-Tcast_anc,0.24013312,0.06469103,1.04586094,0.01101273,0.34807929,C_Tconf_anc,0.323981861,1.074378944,0.103502936,0.024097429,0.206797888,D_Tfree-Tcast_anc,0.240133121,0.861180195,-0.215612953697232,0.033335233,0.426171482,B_Tbrev_anc,0.350240916,1.216795248,0.283086423622397,0.075930566,0.409236662,A_MRCA,0.363537637,1.125706447,0.170830662241294,0.045699025
T_cast_DN15679_c0_g1_i1.p1.p1,XM_001807789.3,0,699,LG10,OG0013111,TC002073,LG10,6127588,873,40.36,1,,iB_09544,LG10,II,20,low,Female,LG10,Autosome,1.71228667,D_Tfree-Tcast_anc,1.54246998,0.15068185,1.110094,0.16981669,1.433126958,C_Tconf_anc,1.295222932,1.106471266,0.145965987,0.137904026,1.438476253,D_Tfree-Tcast_anc,1.542469976,0.932579742,-0.100701003331761,0.103993723,0.83078557,B_Tbrev_anc,1.15093633,0.721834517,-0.470259962103246,0.32015076,0.650036374,A_MRCA,1.038041292,0.62621437,-0.675271478835328,0.388004918
T_cast_DN15679_c0_g1_i2.p1.p1,NM_001039442.1,0,612,LG4,OG0012710,TC008002,LG4,3763815,1321,38.81,1,Exonuclease 3'-5' domain-containing protein 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D1ZZ94],iB_04412,LG4,I,10,low,Female,LG4,Autosome,0.03317312,D_Tfree-Tcast_anc,0.05202773,-0.6492662,0.63760452,0.01885462,0.083492706,C_Tconf_anc,0.078422154,1.064657132,0.090388891,0.005070552,0.06385553,D_Tfree-Tcast_anc,0.052027731,1.227336446,0.295530784469568,0.011827799,0.132022488,B_Tbrev_anc,0.087492797,1.508952655,0.59354754003667,0.044529691,0.074550412,A_MRCA,0.084575785,0.881462842,-0.182028341457067,0.010025373
T_cast_DN157_c0_g1_i10.p1.p1,XM_970482.3,0,1309,LG7,OG0011830,TC008802,LG7,10062898,1379,39.19,1,,iB_01417,LG7,II/III,70,low,Female,LG7,Autosome,0.92923878,D_Tfree-Tcast_anc,0.83094279,0.16130023,1.11829455,0.098296,0.843973464,C_Tconf_anc,0.881426141,0.957509,-0.062642047,0.037452677,0.719206932,D_Tfree-Tcast_anc,0.830942785,0.865531231,-0.208342218121022,0.111735854,0.799884886,B_Tbrev_anc,0.913860786,0.875280894,-0.192182015448739,0.1139759,1.365012206,A_MRCA,1.015543279,1.344120171,0.426662127438957,0.349468926
T_cast_DN15709_c0_g1_i3.p1.p1,XM_968342.3,0,1467,LG7,OG0014482,TC009470,LG7,613617,1875,39.16,1,Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:D6WRF3],iB_04638,LG7,I,30,low,Female,LG7,Autosome,0.07703738,D_Tfree-Tcast_anc,0.08007758,-0.0558397,0.96203434,0.0030402,0.139423691,C_Tconf_anc,0.114662829,1.215944975,0.282077944,0.024760862,0.073910368,D_Tfree-Tcast_anc,0.080077576,0.922984576,-0.115621555782974,0.006167209,0.148408575,B_Tbrev_anc,0.120751946,1.229036717,0.297528016888253,0.027656629,0.1161351,A_MRCA,0.119711381,0.970125812,-0.043756238227853,0.00357628
T_cast_DN1578_c0_g1_i5.p1.p1,XM_008192433.2,0,1410,LG3,OG0013466,TC003328,LG3,1328927,2075,37,2,Tyrosine-protein phosphatase non-receptor type 61F-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WF82],iB_12117,LG3,III,70,low,Female,LG3,Autosome,1.81851801,D_Tfree-Tcast_anc,1.82846803,-0.0078722,0.99455828,0.00995002,2.530118855,C_Tconf_anc,2.317160812,1.091904732,0.126846987,0.212958043,1.708316557,D_Tfree-Tcast_anc,1.828468029,0.934288448,-0.0980600652327386,0.120151472,3.093915153,B_Tbrev_anc,2.447005828,1.264367709,0.338416095642049,0.646909325,2.24448988,A_MRCA,2.401361892,0.934673731,-0.0974652467788633,0.156872012
T_cast_DN15781_c0_g1_i2.p1.p1,XM_962411.4,0,909,LG3,OG0013465,TC002390,LG3,31360554,1223,37.85,1,Mitochondrial carrier homolog 2-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WIX2],iB_00362,LG3,I,10,low,Female,LG3,Autosome,2.13712937,D_Tfree-Tcast_anc,2.36049295,-0.1434139,0.90537418,0.22336359,3.495515763,C_Tconf_anc,2.590516615,1.349350837,0.432265504,0.904999148,2.522618843,D_Tfree-Tcast_anc,2.360492954,1.068683064,0.0958340611805099,0.162125889,1.135326547,B_Tbrev_anc,2.394154669,0.474207686,-1.07640904717347,1.258828122,3.211166512,A_MRCA,2.578296396,1.245460575,0.316679354052567,0.632870116
T_cast_DN1580_c0_g2_i1.p1.p1,XM_967825.3,0,1893,LG4,OG0012833,TC008441,LG4,10318047,2016,32.61,1,Translation initiation factor eIF-2B subunit epsilon-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A208],iB_12399,LG4,III,40,low,Female,LG4,Autosome,1.30513011,D_Tfree-Tcast_anc,1.21234454,0.10639388,1.076534,0.09278558,1.033079051,C_Tconf_anc,1.096236373,0.942387132,-0.085608256,0.063157322,1.150469679,D_Tfree-Tcast_anc,1.212344536,0.948962646,-0.075576794755959,0.061874857,1.199116222,B_Tbrev_anc,1.069405339,1.121292533,0.165162710997657,0.129710883,0.631696266,A_MRCA,0.970752541,0.650728419,-0.619872534368582,0.339056275
T_cast_DN1580_c0_g2_i3.p2.p1,XM_008194617.2,0,475,LG4,OG0012354,TC032931,LG4,10322676,720,30.34,1,Putative deoxycytidylate deaminase-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WJS8],iB_09949,LG4,II,40,low,Female,LG4,Autosome,0.23807365,D_Tfree-Tcast_anc,0.28414035,-0.2551958,0.83787341,0.04606671,0.241543871,C_Tconf_anc,0.262184471,0.921274511,-0.118296996,0.0206406,0.33605223,D_Tfree-Tcast_anc,0.284140352,1.182698015,0.242081748985015,0.051911878,0.244110898,B_Tbrev_anc,0.259893525,0.939272718,-0.0903839895734056,0.015782627,0.271420967,A_MRCA,0.262491631,1.034017603,0.0482607466978885,0.008929336
T_cast_DN1580_c0_g2_i3.p2.p1,XM_008194617.2,3.00E-28,59,LG4,OG0012354,TC032931,LG4,10322676,720,30.34,1,Putative deoxycytidylate deaminase-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WJS8],iB_09949,LG4,II,40,low,Female,LG4,Autosome,0.23807365,D_Tfree-Tcast_anc,0.28414035,-0.2551958,0.83787341,0.04606671,0.241543871,C_Tconf_anc,0.262184471,0.921274511,-0.118296996,0.0206406,0.33605223,D_Tfree-Tcast_anc,0.284140352,1.182698015,0.242081748985015,0.051911878,0.244110898,B_Tbrev_anc,0.259893525,0.939272718,-0.0903839895734056,0.015782627,0.271420967,A_MRCA,0.262491631,1.034017603,0.0482607466978885,0.008929336
T_cast_DN1583_c0_g1_i10.p2.p1,NM_001185001.1,0,2109,LG9,OG0012903,TC012311,LG9,4008632,1380,49.3,2,Putative E3 ubiquitin-protein ligase HERC2-like Protein [Source:UniProtKB/TrEMBL;Acc:D6X0Q4],iB_05213,LG9,I,80,low,Female,LG9,Autosome,1.55232679,D_Tfree-Tcast_anc,1.5552016,-0.0026693,0.99815149,0.00287481,2.260098199,C_Tconf_anc,1.765608128,1.280067849,0.356220281,0.494490071,1.502061248,D_Tfree-Tcast_anc,1.555201598,0.965830571,-0.0501579650415169,0.05314035,1.801969627,B_Tbrev_anc,1.692638935,1.064591857,0.0903004358408822,0.109330691,0.945470402,A_MRCA,1.524238801,0.620290207,-0.688984746411362,0.578768399
