Trinity,XM,E,length,chr,OG,TC,Chromosome/scaffold name,Gene start (bp),Transcript length (including UTRs and CDS),Gene % GC content,Transcript count,Gene description,iB,Gene_Location,phase,dali11,lethality,sex,chrom_num,chrom_name,Tcas_Robust_TMM,Tcas_ancestral_node,Tcas_Robust_ACE,Tcas_Robust_log2(Current:Ancestral),Tcas_Robust(Current:Ancestral),Tcas_abs(Current-Ancestral),Tcon-M-ACE-R-Robust-mean(current),Tcon-ancestral-node,Tcon_robust_ACE,Tcon_Robust(Current:Ancestral),Tcon_Robust_log2(Current:Ancestral),Tcon_abs(Current-Ancestral),Tfrem_Robust_TMM,Tfrem_ancestral_node,Tfrem_Robust_ACE,Tfrem_Robust(Current:Ancestral),Tfrem_Robust_log2(Current:Ancestral),Tfrem_abs(Current-Ancestral),Tbrev_Robust_TMM,Tbrev_ancestral_node,Tbrev_Robust_ACE,Tbrev_Robust(Current:Ancestral),Tbrev_Robust_log2(Current:Ancestral),Tbrev_abs(Current-Ancestral),Gcorn_Robust_TMM,Gcorn_ancestral_node,Gcorn_Robust_ACE,Gcorn_Robust(Current:Ancestral),Gcorn_Robust_log2(Current:Ancestral),Gcorn_abs(Current-Ancestral)
T_cast_DN1192_c0_g1_i1.p2.p1,XM_964233.4,0,936,LG4,OG0012016,TC008403,LG4,9831178,1714,39.88,1,TATA-box-binding protein-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A1K8],iB_01345,LG4,I,50,low,Male,LG4,Autosome,0.88929868,D_Tfree-Tcast_anc,1.05695031,-0.2491676,0.84138174,0.16765162,0.877652642,C_Tconf_anc,1.122736815,0.78170826,-0.355297813,0.245084173,1.207088013,D_Tfree-Tcast_anc,1.056950305,1.142048029,0.19162332451673,0.150137707,1.931854275,B_Tbrev_anc,1.227801616,1.573425421,0.653908797980139,0.704052659,0.735106982,A_MRCA,1.11675593,0.658252141,-0.603287785411804,0.381648948
T_cast_DN1193_c0_g1_i1.p1.p1,XM_969493.3,0,1989,LG2,OG0012768,TC000377,LG2,12253240,2258,49.25,1,E3 ubiquitin-protein ligase RFWD2-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WAL1],iB_03013,LG2,I,40,low,Male,LG2,"LG2,Neo-X",0.56381311,D_Tfree-Tcast_anc,0.61201935,-0.1183603,0.92123412,0.04820625,0.507916945,C_Tconf_anc,0.542454765,0.936330507,-0.094910231,0.03453782,0.678745325,D_Tfree-Tcast_anc,0.612019353,1.109025919,0.149293083046125,0.066725972,0.386018741,B_Tbrev_anc,0.525322866,0.734821889,-0.444533492758283,0.139304125,0.650271582,A_MRCA,0.553484358,1.174868942,0.232499831088334,0.096787224
T_cast_DN11938_c0_g1_i1.p1.p1,XM_969308.3,0,1389,LG6,OG0012531,TC015193,LG6,1671503,1785,35.61,1,RuvB-like helicase [Source:UniProtKB/TrEMBL;Acc:D2A5D2],iB_10174,LG6,II,100,high,Male,LG6,Autosome,2.04593578,D_Tfree-Tcast_anc,1.78144971,0.19970911,1.14846677,0.26448608,1.583286838,C_Tconf_anc,1.590779035,0.995290234,-0.006810807,0.007492197,1.56772464,D_Tfree-Tcast_anc,1.781449707,0.880027448,-0.184379572406913,0.213725067,1.207389849,B_Tbrev_anc,1.515931415,0.796467331,-0.328312907069706,0.308541567,1.515484357,A_MRCA,1.515830655,0.999771545,-0.000329627843759394,0.000346298
T_cast_DN1196_c0_g1_i14.p2.p1,XM_970939.4,0,813,LG2,OG0013760,TC000630,LG2,8850645,1532,40.01,1,,iB_00145,LG2,I,22.22,low,Male,LG2,"LG2,Neo-X",14.0305066,D_Tfree-Tcast_anc,18.6208216,-0.4083496,0.75348483,4.590315,0.114685497,C_Tconf_anc,7.630650098,0.015029584,-6.056051105,7.515964601,26.13697832,D_Tfree-Tcast_anc,18.62082162,1.403642592,0.489175630505147,7.516156703,0.15589516,B_Tbrev_anc,5.582990611,0.027923235,-5.16239008265261,5.427095451,0.083279929,A_MRCA,4.3434416,0.019173719,-5.70472599041608,4.260161671
T_cast_DN12_c0_g1_i1.p2.p1,XM_966032.3,0,1485,LG5,OG0013138,TC010443,LG5,7338840,1841,43.15,1,ATPase WRNIP1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WKM9],iB_01693,LG5,I,10,low,Male,LG5,Autosome,0.36146723,D_Tfree-Tcast_anc,0.36994739,-0.0334553,0.97707739,0.00848016,0.292624287,C_Tconf_anc,0.337209226,0.867782565,-0.204594494,0.044584939,0.387143222,D_Tfree-Tcast_anc,0.369947393,1.046481822,0.0655472506985545,0.017195829,0.383945626,B_Tbrev_anc,0.338211004,1.135225116,0.18297841289778,0.045734622,0.262465594,A_MRCA,0.32113917,0.817295487,-0.29107032636761,0.058673576
T_cast_DN120_c0_g2_i3.p1.p1,XM_008202162.2,0,1359,LG5,OG0011232,TC005069,LG5,7128240,2356,36.06,1,,iB_10764,LG5,III,20,low,Male,LG5,Autosome,1.54079891,D_Tfree-Tcast_anc,1.4516545,0.08598047,1.06140884,0.08914442,1.344279209,C_Tconf_anc,1.364744686,0.985004172,-0.02179826,0.020465477,1.385647511,D_Tfree-Tcast_anc,1.451654496,0.954529824,-0.0671378197345685,0.066006985,1.191030948,B_Tbrev_anc,1.336083505,0.891434512,-0.165799278125172,0.145052557,1.384896485,A_MRCA,1.34708519,1.028068971,0.0399370557470643,0.037811296
T_cast_DN1207_c4_g1_i1.p2.p1,XM_008198080.2,0,1679,LG7,OG0010496,TC010116,LG7,14533868,1905,31.47,1,,iB_10603,LG7,II,30,low,Male,LG7,Autosome,1.24871881,D_Tfree-Tcast_anc,1.32787316,-0.0886687,0.94039013,0.07915435,0.202935834,C_Tconf_anc,0.816679965,0.248488812,-2.008747198,0.613744131,1.543119146,D_Tfree-Tcast_anc,1.327873161,1.162098302,0.216732111725753,0.215245985,0.636853018,B_Tbrev_anc,0.805948809,0.790190408,-0.339727761868955,0.169095791,1.033219109,A_MRCA,0.85717199,1.205381326,0.269489619120796,0.17604712
T_cast_DN1207_c4_g1_i1.p2.p1,XM_008198080.2,1.00E-20,47,LG7,OG0010496,TC010116,LG7,14533868,1905,31.47,1,,iB_10603,LG7,II,30,low,Male,LG7,Autosome,1.24871881,D_Tfree-Tcast_anc,1.32787316,-0.0886687,0.94039013,0.07915435,0.202935834,C_Tconf_anc,0.816679965,0.248488812,-2.008747198,0.613744131,1.543119146,D_Tfree-Tcast_anc,1.327873161,1.162098302,0.216732111725753,0.215245985,0.636853018,B_Tbrev_anc,0.805948809,0.790190408,-0.339727761868955,0.169095791,1.033219109,A_MRCA,0.85717199,1.205381326,0.269489619120796,0.17604712
T_cast_DN12099_c0_g1_i1.p1.p1,XM_961427.3,0,1578,LG7,OG0014463,TC015907,LG7,4101630,1670,48,1,Delta(24)-sterol reductase-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WTX2],iB_05923,LG7,III,20,low,Male,LG7,Autosome,1.46212671,D_Tfree-Tcast_anc,1.98095072,-0.4381247,0.73809343,0.51882401,2.893126982,C_Tconf_anc,2.198177457,1.316148054,0.396321787,0.694949525,2.441943877,D_Tfree-Tcast_anc,1.980950722,1.232713086,0.30183705108977,0.460993155,1.692219124,B_Tbrev_anc,2.063835399,0.819938995,-0.286411519754685,0.371616275,1.731338415,A_MRCA,1.988895765,0.870502339,-0.200079920604431,0.25755735
T_cast_DN1210_c0_g1_i6.p1.p1,XM_008201646.2,0,1920,LG10,OG0013511,TC002072,LG10,6107775,3175,33.65,1,,iB_03293,LG10,I,100,high,Male,LG10,Autosome,1.75516318,D_Tfree-Tcast_anc,1.84916885,-0.0752718,0.94916328,0.09400567,2.651006927,C_Tconf_anc,2.307056192,1.149086414,0.200487296,0.343950735,1.821274157,D_Tfree-Tcast_anc,1.849168847,0.984915012,-0.0219288550019393,0.02789469,2.696718739,B_Tbrev_anc,2.382510903,1.131880965,0.178722243773491,0.314207836,2.377201385,A_MRCA,2.38131422,0.998272872,-0.00249387388648553,0.004112836
T_cast_DN1211_c0_g1_i10.p1.p1,XM_964945.3,0,2811,LG3,OG0012861,TC003001,LG3,4997910,3023,37.81,1,WD repeat-containing protein 3-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WGH6],iB_07961,LG3,II,70,low,Male,LG3,Autosome,0.58196916,D_Tfree-Tcast_anc,0.55221971,0.07570033,1.0538725,0.02974945,0.598732795,C_Tconf_anc,0.531351212,1.126811761,0.172246527,0.067381583,0.528025939,D_Tfree-Tcast_anc,0.552219709,0.956188144,-0.0646335771495888,0.02419377,0.463618089,B_Tbrev_anc,0.501338587,0.924760435,-0.112848420842099,0.037720497,0.344577839,A_MRCA,0.466007159,0.739426064,-0.435522196744977,0.12142932
T_cast_DN1214_c0_g1_i1.p1.p1,XM_965072.3,0,3759,LG10,OG0014446,TC011433,LG10,5054787,5183,32.64,1,,iB_01851,LG10,II/III,40,low,Male,LG10,Autosome,0.52412582,D_Tfree-Tcast_anc,0.48673394,0.1067798,1.07682201,0.03739188,0.731351155,C_Tconf_anc,0.566176039,1.291738089,0.369313581,0.165175116,0.428192709,D_Tfree-Tcast_anc,0.486733941,0.879726424,-0.18487314849992,0.058541232,0.567579636,B_Tbrev_anc,0.54551286,1.040451432,0.057209622383445,0.022066776,0.350124064,A_MRCA,0.501475272,0.698188092,-0.518312343900534,0.151351209
T_cast_DN1214_c0_g1_i1.p2.p1,XM_965011.4,0,1215,LG10,OG0014447,TC011050,LG10,5070310,1518,30.39,1,LIM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:D6X4L7],iB_01789,LG10,II/III,30,low,Male,LG10,Autosome,3.18455565,D_Tfree-Tcast_anc,3.08822651,0.04431351,1.03119238,0.09632914,2.819879119,C_Tconf_anc,3.238901323,0.87062829,-0.199871196,0.419022204,2.951784196,D_Tfree-Tcast_anc,3.088226509,0.955818554,-0.0651913219555861,0.136442313,4.9419413,B_Tbrev_anc,3.434006656,1.439118148,0.525185038778791,1.507934644,2.154000843,A_MRCA,3.14551331,0.684785163,-0.546276651896011,0.991512466
T_cast_DN1215_c0_g2_i12.p3.p1,XM_963086.4,0,1248,LG7,OG0011759,TC033614,LG7,4149287,1511,37.43,1,Mannose-1-phosphate guanyltransferase beta-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WFJ8],iB_13718,LG7,III,40,low,Male,LG7,Autosome,1.76825815,D_Tfree-Tcast_anc,1.74819823,0.01646013,1.01147463,0.02005992,1.266039149,C_Tconf_anc,1.440074142,0.879148589,-0.185821073,0.174034993,1.810168173,D_Tfree-Tcast_anc,1.748198227,1.035447894,0.0502549561292659,0.061969946,1.157787296,B_Tbrev_anc,1.370928099,0.844528095,-0.243782677135165,0.213140803,1.239609634,A_MRCA,1.341330965,0.924163883,-0.113779385332291,0.101721332
T_cast_DN1216_c0_g1_i1.p2.p1,XM_008197081.2,0,1314,LG7,OG0014116,TC009266,LG7,2192893,1405,44.12,1,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WSC1],iB_14320,LG7,III,80,low,Male,LG7,Autosome,0.378312,D_Tfree-Tcast_anc,0.38377411,-0.0206808,0.9857674,0.0054621,0.459779403,C_Tconf_anc,0.498235714,0.922815025,-0.115886601,0.038456311,0.358763841,D_Tfree-Tcast_anc,0.383774105,0.934830765,-0.0972228815350358,0.025010265,0.840199819,B_Tbrev_anc,0.556910402,1.508680419,0.593287234525386,0.283289417,0.481851954,A_MRCA,0.539993399,0.892329342,-0.164351815290158,0.058141445
T_cast_DN1216_c0_g1_i1.p4.p1,XM_965830.3,0,669,LG7,OG0015017,TC009536,LG7,2186947,1939,41.44,1,,iB_02832,LG7,I,10,low,Male,LG7,Autosome,0.54482357,D_Tfree-Tcast_anc,0.58045356,-0.0913915,0.93861698,0.03562999,0.475525497,C_Tconf_anc,0.648859947,0.732863076,-0.448384416,0.17333445,0.597872167,D_Tfree-Tcast_anc,0.580453559,1.030008616,0.0426564052640323,0.017418608,0.625622439,B_Tbrev_anc,0.732030196,0.854640208,-0.226610902272415,0.106407757,1.550501971,A_MRCA,0.916500969,1.691762502,0.758527049669441,0.634001003
T_cast_DN1218_c0_g2_i1.p1.p1,XM_015980000.1,0,1755,LG5,OG0010443,TC013747,LG5,4859435,2333,34.15,1,Putative sodium-dependent multivitamin transporter-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WJW4],iB_02197,LG5,I,0,low,Male,LG5,Autosome,1.08150753,D_Tfree-Tcast_anc,0.94934888,0.18803343,1.13920978,0.13215865,0.597506894,C_Tconf_anc,0.827130043,0.722385675,-0.469158811,0.229623149,0.849727762,D_Tfree-Tcast_anc,0.949348883,0.895063741,-0.159937669631105,0.099621121,0.927396096,B_Tbrev_anc,0.851083248,1.08966555,0.123885397411256,0.076312847,0.892062607,A_MRCA,0.860319357,1.036897055,0.0522726673454328,0.03174325
T_cast_DN122_c0_g1_i1.p1.p1,XM_015978897.1,0,3311,LG4,OG0012966,TC007810,LG4,926915,4170,42.14,2,Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:D2A294],iB_12354,LG4,III,20,low,Male,LG4,Autosome,2.25433557,D_Tfree-Tcast_anc,2.38197751,-0.0794575,0.94641346,0.12764194,2.204688439,C_Tconf_anc,2.271747185,0.970481422,-0.043227499,0.067058746,2.538965355,D_Tfree-Tcast_anc,2.381977511,1.065906518,0.0920809168966849,0.156987844,1.828036871,B_Tbrev_anc,2.248545626,0.812986337,-0.298696988504283,0.420508754,2.839898991,A_MRCA,2.381827451,1.192319364,0.253770714709488,0.45807154
T_cast_DN122_c0_g1_i11.p2.p1,XM_969303.3,0,2709,LG4,OG0011292,TC007684,LG4,915634,2858,45.29,1,Integrator complex subunit 6-A-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A291],iB_09843,LG4,II,90,high,Male,LG4,Autosome,0.34486079,D_Tfree-Tcast_anc,0.43153876,-0.323476,0.7991421,0.08667797,0.352076598,C_Tconf_anc,0.389641625,0.903590825,-0.146258473,0.037565027,0.529370726,D_Tfree-Tcast_anc,0.431538756,1.226704944,0.294788283572611,0.09783197,0.370646463,B_Tbrev_anc,0.384686934,0.963501565,-0.0536410853645146,0.014040471,0.373033694,A_MRCA,0.382060476,0.976373422,-0.0344950706989365,0.009026782
T_cast_DN122_c0_g1_i11.p5.p1,XM_008193451.2,0,1794,LG4,OG0015159,TC007685,LG4,911474,1926,41.08,1,NEDD8 ultimate buster 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A289],iB_01244,LG4,I,30,low,Male,LG4,Autosome,0.55264781,D_Tfree-Tcast_anc,0.58990823,-0.0941301,0.93683693,0.03726042,0.794991775,C_Tconf_anc,0.681037326,1.167324821,0.223206063,0.113954449,0.602907936,D_Tfree-Tcast_anc,0.589908226,1.022036833,0.0314471907668934,0.012999709,0.50950117,B_Tbrev_anc,0.681496561,0.747621043,-0.419620918043492,0.171995391,0.998102727,A_MRCA,0.752854653,1.325757533,0.406816946483282,0.245248075
T_cast_DN122_c0_g1_i6.p1.p1,XM_969179.3,0,1017,LG4,OG0009881,TC007687,LG4,899437,1201,38.35,1,G-protein coupled receptor moody-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A286],iB_04364,LG4,I,20,low,Male,LG4,Autosome,0.52138517,D_Tfree-Tcast_anc,0.63048066,-0.2741026,0.82696457,0.10909549,0.562018424,C_Tconf_anc,0.626809941,0.896632914,-0.157410636,0.064791517,0.740553381,D_Tfree-Tcast_anc,0.630480658,1.174585409,0.232151622032092,0.110072724,0.791310012,B_Tbrev_anc,0.646052538,1.224838486,0.292591520313399,0.145257475,0.526118876,A_MRCA,0.619021361,0.849920389,-0.234600382695,0.092902485
T_cast_DN1224_c0_g3_i1.p1.p1,XM_968188.4,0,990,LG5,OG0009976,TC002246,LG5,668630,1403,32.28,1,,iB_03331,LG5,I,50,low,Male,LG5,Autosome,1.71180423,D_Tfree-Tcast_anc,2.01497215,-0.2352422,0.84954238,0.30316791,1.593153608,C_Tconf_anc,1.762482301,0.903926018,-0.145723396,0.169328693,2.385358788,D_Tfree-Tcast_anc,2.014972148,1.18381725,0.243446384505299,0.370386639,1.43656575,B_Tbrev_anc,1.714369107,0.837955924,-0.255053733121018,0.277803357,1.858771473,A_MRCA,1.746915148,1.064030772,0.089539873951862,0.111856325
T_cast_DN1224_c0_g3_i2.p1.p1,XM_008197282.2,0,798,LG7,OG0010529,TC033895,LG7,16367100,1316,33.52,1,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A139WE60]",iB_03678,LG7,I,60,low,Male,LG7,Autosome,0.66229329,D_Tfree-Tcast_anc,0.67624276,-0.030071,0.97937209,0.01394947,0.980474662,C_Tconf_anc,0.902225695,1.086728816,0.119991973,0.078248967,0.63003027,D_Tfree-Tcast_anc,0.676242761,0.931662868,-0.102120099883185,0.046212491,1.348552174,B_Tbrev_anc,0.968740827,1.392067038,0.477228689308683,0.379811347,0.776835696,A_MRCA,0.925488403,0.839379179,-0.252605417997723,0.148652707
T_cast_DN1224_c1_g1_i10.p2.p1,XM_962717.3,0,651,LG3,OG0013119,TC002625,LG3,21038039,832,33.82,1,Transmembrane protein 223-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WF50],iB_00416,LG3,I,10,low,Male,LG3,Autosome,0.62387933,D_Tfree-Tcast_anc,0.59575296,0.06655282,1.04721148,0.02812638,0.951188514,C_Tconf_anc,0.933465278,1.018986496,0.027134933,0.017723236,0.477719627,D_Tfree-Tcast_anc,0.595752955,0.80187538,-0.318550050509996,0.118033328,1.680973034,B_Tbrev_anc,1.064609206,1.578957824,0.658972635339682,0.616363829,0.927465022,A_MRCA,1.033699046,0.897229253,-0.156451437055138,0.106234023
T_cast_DN1225_c0_g1_i1.p1.p1,XM_961977.4,0,927,LG3,OG0013366,TC003914,LG3,26698825,1175,30.76,1,Purine nucleoside phosphorylase [Source:UniProtKB/TrEMBL;Acc:D6WHJ8],iB_17479,LG3,II/III,60,low,Male,LG3,Autosome,7.64508122,D_Tfree-Tcast_anc,6.97139461,0.13308454,1.09663585,0.67368662,0.091937307,C_Tconf_anc,2.890029115,0.031811896,-4.974289811,2.798091808,7.384263312,D_Tfree-Tcast_anc,6.971394605,1.059223259,0.0830067068018868,0.412868707,0.137978175,B_Tbrev_anc,2.131815681,0.064723313,-3.94957072219052,1.993837507,0.066738268,A_MRCA,1.66637944,0.040049863,-4.64205888894044,1.599641172
T_cast_DN1226_c0_g1_i11.p1.p1,XM_001812031.3,0,1401,LG4,OG0010551,TC007066,LG4,10134755,1494,47.95,1,Monocarboxylate transporter 7-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A1Q7],iB_04266,LG4,II,40,low,Male,LG4,Autosome,0.01625156,D_Tfree-Tcast_anc,0.07006495,-2.1081142,0.23195,0.05381338,0.873723851,C_Tconf_anc,0.339715302,2.571929629,1.362851169,0.534008549,0.05209107,D_Tfree-Tcast_anc,0.070064945,0.743468366,-0.427656736696623,0.017973875,0.131983863,B_Tbrev_anc,0.278103316,0.474585721,-1.07525940173454,0.146119454,0.081349255,A_MRCA,0.23375802,0.348006264,-1.522814821924,0.152408765
T_cast_DN12272_c0_g1_i1.p1.p1,XM_968243.3,0,1920,LG7,OG0014126,TC033746,LG7,12087916,3338,36.65,1,"Glucose dehydrogenase [FAD, quinone]-like Protein [Source:UniProtKB/TrEMBL;Acc:A0A139WEV9]",iB_02862,LG7,I,50,low,Male,LG7,Autosome,0.03151118,D_Tfree-Tcast_anc,0.09885512,-1.6494517,0.31876128,0.06734393,0.252156954,C_Tconf_anc,0.416144608,0.605935891,-0.722762933,0.163987654,0.081729139,D_Tfree-Tcast_anc,0.098855117,0.826756781,-0.274465121115811,0.017125979,1.161375878,B_Tbrev_anc,0.59715219,1.944857436,0.959664404969766,0.564223687,0.929491203,A_MRCA,0.67205622,1.383055724,0.467859284767614,0.257434982
T_cast_DN123_c0_g1_i10.p3.p1,XM_970345.3,0,954,LG4,OG0012039,TC007514,LG4,3471766,1119,43.46,1,RING finger protein 121-like Protein [Source:UniProtKB/TrEMBL;Acc:D2A3I4],iB_04341,LG4,I,0,low,Male,LG4,Autosome,0.78307177,D_Tfree-Tcast_anc,0.8213216,-0.0688027,0.95342893,0.03824983,0.835683582,C_Tconf_anc,0.777613833,1.074676846,0.103902908,0.058069749,0.871207454,D_Tfree-Tcast_anc,0.821321596,1.060738519,0.0850690639007281,0.049885858,0.649469781,B_Tbrev_anc,0.741327809,0.876089865,-0.190849232314398,0.091858029,0.636014164,A_MRCA,0.717591756,0.886317545,-0.174104421949148,0.081577592
T_cast_DN12301_c0_g1_i1.p1.p1,XM_968608.3,0,576,LG7,OG0013569,TC008662,LG7,13780448,906,45.25,1,Deoxyuridine 5'-triphosphate nucleotidohydrolase-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WT48],iB_04531,LG7,I,100,high,Male,LG7,Autosome,0.94678853,D_Tfree-Tcast_anc,1.43250329,-0.5974243,0.66093289,0.48571475,1.053539327,C_Tconf_anc,1.110650812,0.948578361,-0.076161137,0.057111485,2.003902723,D_Tfree-Tcast_anc,1.432503285,1.398881764,0.484274028947579,0.571399438,0.658839872,B_Tbrev_anc,0.998534093,0.659807088,-0.599883818735756,0.339694221,0.774861124,A_MRCA,0.948121694,0.817259144,-0.291134481386119,0.17326057
T_cast_DN1235_c0_g1_i1.p1.p1,XM_008192106.2,0,2052,LG6,OG0012606,TC015163,LG6,2148699,2828,37.08,1,,iB_05767,LG6,I,10,low,Male,LG6,Autosome,1.41760571,D_Tfree-Tcast_anc,1.6986378,-0.2609219,0.83455443,0.2810321,1.429808211,C_Tconf_anc,1.908792313,0.749064318,-0.416838495,0.478984102,1.92372183,D_Tfree-Tcast_anc,1.6986378,1.132508549,0.179521940364124,0.22508403,3.218491106,B_Tbrev_anc,2.147178597,1.498939637,0.583942286202456,1.071312509,1.987246776,A_MRCA,2.111132459,0.941317901,-0.0872460634693289,0.123885683
T_cast_DN12395_c0_g1_i1.p1.p1,XM_965202.3,0,996,LG10,OG0012024,TC011049,LG10,5040608,1121,32.49,1,Budding uninhibited by benzimidazoles 3 [Source:UniProtKB/TrEMBL;Acc:D6X4M0],iB_01788,LG10,I,40,low,Male,LG10,Autosome,0.78550177,D_Tfree-Tcast_anc,0.79177223,-0.0114709,0.99208048,0.00627045,0.98531765,C_Tconf_anc,0.946559521,1.040946321,0.057895674,0.038758129,0.756834665,D_Tfree-Tcast_anc,0.791772225,0.955874229,-0.0651072895105336,0.03493756,1.320244143,B_Tbrev_anc,0.99686667,1.324393907,0.405332278372257,0.323377473,0.785966146,A_MRCA,0.949332981,0.827914085,-0.272447032399866,0.163366835
T_cast_DN12395_c0_g1_i1.p2.p1,XM_965134.2,0,531,LG10,OG0012025,TC011434,LG10,5053472,528,37.32,1,,iB_14429,LG10,III,20,low,Male,LG10,Autosome,0.35006543,D_Tfree-Tcast_anc,0.26869155,0.38167364,1.30285239,0.08137388,0.203739735,C_Tconf_anc,0.228229578,0.892696451,-0.163758404,0.024489843,0.198089602,D_Tfree-Tcast_anc,0.268691553,0.73723792,-0.439797815850982,0.070601951,0.181695368,B_Tbrev_anc,0.219672967,0.827117555,-0.273835706566248,0.0379776,0.224546926,A_MRCA,0.220771482,1.01710114,0.0244631477810454,0.003775444
T_cast_DN124_c0_g1_i2.p1.p1,XM_008198626.2,0,960,LG8,OG0010773,TC005719,LG8,8515407,1524,39.31,1,Pre-mRNA-splicing regulator female-lethal(2)D-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WWM9],iB_09361,LG8,II,40,low,Male,LG8,Autosome,1.41189913,D_Tfree-Tcast_anc,1.37120817,0.04218941,1.02967526,0.04069096,2.435821754,C_Tconf_anc,1.835529549,1.327040339,0.408212226,0.600292205,1.206903951,D_Tfree-Tcast_anc,1.371208166,0.880175586,-0.184136738943482,0.164304214,1.778767037,B_Tbrev_anc,1.831575814,0.971167572,-0.0422078445556252,0.052808777,1.898027747,A_MRCA,1.846553044,1.027876104,0.0396663778423764,0.051474704
T_cast_DN1240_c0_g1_i1.p2.p1,XM_970687.3,0,1137,LGX,OG0010073,TC014213,LGX,3299859,1506,39.49,1,Hexosyltransferase [Source:UniProtKB/TrEMBL;Acc:D6W731],iB_05588,LGX,I,10,low,Male,LGX,X,2.56158269,D_Tfree-Tcast_anc,3.01464636,-0.2349533,0.8497125,0.45306367,4.095659742,C_Tconf_anc,3.379773342,1.211814914,0.277169366,0.7158864,3.370504653,D_Tfree-Tcast_anc,3.014646359,1.118043131,0.160975844282761,0.355858295,2.971926241,B_Tbrev_anc,3.298650157,0.900952238,-0.150477468247318,0.326723916,3.284169353,A_MRCA,3.295386409,0.996596133,-0.00491911854510334,0.011217056
T_cast_DN1245_c0_g1_i1.p4.p1,XM_008196517.2,0,564,LG5,OG0010666,TC016322,LG5,880526,850,28.73,1,Chromatin modification-related protein MEAF6-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WMT1],iB_06001,LG5,II,40,low,Male,LG5,Autosome,0.78563448,D_Tfree-Tcast_anc,0.79978715,-0.0257579,0.98230446,0.01415267,0.824844655,C_Tconf_anc,1.083826039,0.761048937,-0.39393887,0.258981384,0.738321993,D_Tfree-Tcast_anc,0.799787146,0.92314811,-0.115365962104734,0.061465154,1.694517715,B_Tbrev_anc,1.281755812,1.322028501,0.402753279939616,0.412761903,2.016976196,A_MRCA,1.44746302,1.393456115,0.478667567520462,0.569513176
T_cast_DN1245_c0_g1_i1.p5.p1,XM_964993.3,0,516,LG5,OG0010668,TC016309,LG5,891313,623,29.04,1,Gonadal protein gdl-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WMS8],iB_09966,LG5,II,50,low,Male,LG5,Autosome,0.72712108,D_Tfree-Tcast_anc,0.61470241,0.24230748,1.18288308,0.11241867,0.511582,C_Tconf_anc,0.791043223,0.646718137,-0.628791023,0.279461223,0.455337679,D_Tfree-Tcast_anc,0.614702413,0.740744902,-0.432951302756399,0.159364734,1.665542105,B_Tbrev_anc,0.951894643,1.749712657,0.807118018249097,0.713647462,0.860771002,A_MRCA,0.931356795,0.924211866,-0.113704481900211,0.070585793
T_cast_DN1245_c0_g1_i7.p1.p1,XM_964277.3,0,1314,LG5,OG0014543,TC016315,LG5,1001072,1951,34.68,1,Phosphatidylserine synthase 1-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WMR8],iB_02571,LG5,I,70,low,Male,LG5,Autosome,0.84383876,D_Tfree-Tcast_anc,1.15189641,-0.4489717,0.7325648,0.30805765,0.817568548,C_Tconf_anc,1.029064523,0.79447744,-0.331921842,0.211495975,1.492654793,D_Tfree-Tcast_anc,1.15189641,1.295823809,0.373869570276411,0.340758383,1.066546397,B_Tbrev_anc,1.046969683,1.018698453,0.0267270591069447,0.019576713,1.145820229,A_MRCA,1.069249055,1.071612104,0.0997827815616466,0.076571174
T_cast_DN1245_c0_g1_i7.p7.p1,XM_015979678.1,0,516,LG5,OG0010217,TC016317,LG5,999660,1278,38.83,1,ER membrane protein complex subunit 4-like Protein [Source:UniProtKB/TrEMBL;Acc:D6WMR9],iB_08191,LG5,II,30,low,Male,LG5,Autosome,1.02492685,D_Tfree-Tcast_anc,0.95272643,0.10538704,1.07578296,0.07220043,1.155207545,C_Tconf_anc,1.038740818,1.11212299,0.153316346,0.116466727,0.857626948,D_Tfree-Tcast_anc,0.952726426,0.900181758,-0.151711766237957,0.095099477,1.027181822,B_Tbrev_anc,1.036324187,0.991178083,-0.0127838077201887,0.009142366,1.034817448,A_MRCA,1.035984592,0.998873396,-0.00162626184283452,0.001167144
